"ID","Poet","Poetry"
"928","mirza-ghalib","ruḳh-e-nigār se hai soz-e-jāvidānī-e-sham.a 
huī hai ātish-e-gul āb-e-zindagānī-e-sham.a 
zabān-e-ahl-e-zabāñ meñ hai marg-e-ḳhāmoshī 
ye baat bazm meñ raushan huī zabānī-e-sham.a 
kare hai sarf ba-īmā-e-sho.ala qissa tamām 
ba-tarz-e-ahl-e-fanā hai fasāna-ḳhvānī-e-sham.a 
ġham us ko hasrat-e-parvāna kā hai ai sho.ale 
tire larazne se zāhir hai nā-tavānī-e-sham.a 
tire ḳhayāl se ruuh ehtizāz kartī hai 
ba-jalva-rezi-e-bād-o-ba-par-fishānī-e-sham.a 
nashāt-e-dāġh-e-ġham-e-ishq kī bahār na pūchh 
shaguftagī hai shahīd-e-gul-e-ḳhizānī-e-sham.a 
jale hai dekh ke bālīn-e-yār par mujh ko 
na kyuuñ ho dil pe mire dāġh-e-bad-gumānī-e-sham.a"
"929","mirza-ghalib","sādgī par us kī mar jaane kī hasrat dil meñ hai 
bas nahīñ chaltā ki phir ḳhanjar kaf-e-qātil meñ hai 
dekhnā taqrīr kī lazzat ki jo us ne kahā 
maiñ ne ye jaanā ki goyā ye bhī mere dil meñ hai 
garche hai kis kis burā.ī se vale bā.īñ-hama 
zikr merā mujh se behtar hai ki us mahfil meñ hai 
bas hujūm-e-nā-umīdī ḳhaak meñ mil jā.egī 
ye jo ik lazzat hamārī sa.ī-e-be-hāsil meñ hai 
rañj-e-rah kyuuñ khīñchiye vāmāndagī ko ishq hai 
uTh nahīñ saktā hamārā jo qadam manzil meñ hai 
jalva zār-e-ātish-e-dozaḳh hamārā dil sahī 
fitna-e-shor-e-qayāmat kis ke āb-o-gil meñ hai 
hai dil-e-shorīda-e-'ġhālib' tilism-e-pech-o-tāb 
rahm kar apnī tamannā par ki kis mushkil meñ hai"
"930","mirza-ghalib","sab kahāñ kuchh lāla-o-gul meñ numāyāñ ho ga.iiñ 
ḳhaak meñ kyā sūrateñ hoñgī ki pinhāñ ho ga.iiñ 
yaad thiiñ ham ko bhī rañgā-rañg bazm-ārā.īyāñ 
lekin ab naqsh-o-nigār-e-tāq-e-nisyāñ ho ga.iiñ 
thiiñ banāt-un-nāsh-e-gardūñ din ko parde meñ nihāñ 
shab ko un ke jī meñ kyā aa.ī ki uryāñ ho ga.iiñ 
qaid meñ yāqūb ne lī go na yūsuf kī ḳhabar 
lekin āñkheñ rauzan-e-dīvār-e-zindāñ ho ga.iiñ 
sab raqīboñ se hoñ nā-ḳhush par zanān-e-misr se 
hai zuleḳhā ḳhush ki mahv-e-māh-e-kan.āñ ho ga.iiñ 
jū-e-ḳhūñ āñkhoñ se bahne do ki hai shām-e-firāq 
maiñ ye samjhūñgā ki sham.eñ do farozāñ ho ga.iiñ 
in parī-zādoñ se leñge ḳhuld meñ ham intiqām 
qudrat-e-haq se yahī hūreñ agar vaañ ho ga.iiñ 
niiñd us kī hai dimāġh us kā hai rāteñ us kī haiñ 
terī zulfeñ jis ke baazū par pareshāñ ho ga.iiñ 
maiñ chaman meñ kyā gayā goyā dabistāñ khul gayā 
bulbuleñ sun kar mire naale ġhazal-ḳhvāñ ho ga.iiñ 
vo nigāheñ kyuuñ huī jaatī haiñ yā-rab dil ke paar 
jo mirī kotāhī-e-qismat se mizhgāñ ho ga.iiñ 
bas-ki rokā maiñ ne aur siine meñ ubhrīñ pai-ba-pai 
merī aaheñ baḳhiya-e-chāk-e-garebāñ ho ga.iiñ 
vaañ gayā bhī maiñ to un kī gāliyoñ kā kyā javāb 
yaad thiiñ jitnī duā.eñ sarf-e-darbāñ ho ga.iiñ 
jāñ-fizā hai baada jis ke haath meñ jaam aa gayā 
sab lakīreñ haath kī goyā rag-e-jāñ ho ga.iiñ 
ham muvahhid haiñ hamārā kesh hai tark-e-rūsūm 
millateñ jab miT ga.iiñ ajzā-e-īmāñ ho ga.iiñ 
rañj se ḳhūgar huā insāñ to miT jaatā hai rañj 
mushkileñ mujh par paḌīñ itnī ki āsāñ ho ga.iiñ 
yuuñ hī gar rotā rahā 'ġhālib' to ai ahl-e-jahāñ 
dekhnā in bastiyoñ ko tum ki vīrāñ ho ga.iiñ"
"931","mirza-ghalib","sad jalva rū-ba-rū hai jo mizhgāñ uThā.iye 
tāqat kahāñ ki diid kā ehsāñ uThā.iye 
hai sañg par barāt-e-ma.āsh-e-junūn-e-ishq 
ya.anī hunūz minnat-e-tiflāñ uThā.iye 
dīvār bār-e-minnat-e-mazdūr se hai ḳham 
ai ḳhānumāñ-ḳharāb na ehsāñ uThā.iye 
yā mere zaḳhm-e-rashk ko rusvā na kījiye 
yā parda-e-tabassum-e-pinhāñ uThā.iye 
hastī fareb-nāma-e-mauj-e-sarāb hai 
yak umr nāz-e-shoḳhi-e-unvāñ uThā.iye"
"932","mirza-ghalib","safā-e-hairat-e-ā.īna hai sāmān-e-zang āḳhir 
taġhayyur āb-e-bar-jā-māñda kā paatā hai rañg āḳhir 
na kī sāmān-e-aish-o-jāh ne tadbīr vahshat kī 
huā jām-e-zumurrad bhī mujhe dāġh-e-palañg āḳhir 
ḳhat-e-nau-ḳhez nīl-e-chashm zaḳhm-e-sāfī-e-āriz 
liyā ā.īna ne hirz-e-par-e-tūtī ba-chang āḳhir 
hilāl-āsā tahī rah gar kushādan-hā-e-dil chāhe 
huā mah kasrat-e-sarmāya-andozī se tañg āḳhir 
taḌap kar mar gayā vo said-e-bāl-afshāñ ki muztar thā 
huā nāsū-e-chashm-e-ta.aziyat chashm-e-ḳhadañg āḳhir 
likhī yāroñ kī bad-mastī ne maiḳhāne kī pāmālī 
hui qatra-fishānī-hā-e-mai-bārān-e-sañg āḳhir 
'asad' parde meñ bhī āhañg-e-shauq-e-yār qaa.em hai 
nahīñ hai naġhme se ḳhālī ḳhamīdan-hā-e-chañg āḳhir"
"933","mirza-ghalib","sar-gashtagī meñ ālam-e-hastī se yaas hai 
taskīñ ko de naved ki marne kī aas hai 
letā nahīñ mire dil-e-āvāra kī ḳhabar 
ab tak vo jāntā hai ki mere hī paas hai 
kījiye bayāñ surūr-e-tap-e-ġham kahāñ talak 
har mū mire badan pe zabān-e-sipās hai 
hai vo ġhurūr-e-husn se begāna-e-vafā 
har-chand us ke paas dil-e-haq-shanās hai 
pī jis qadar mile shab-e-mahtāb meñ sharāb 
is balġhamī-mizāj ko garmī hī raas hai 
har ik makān ko hai makīñ se sharaf 'asad' 
majnūñ jo mar gayā hai to jañgal udaas hai 
kyā ġham hai us ko jis kā 'alī' sā imaam ho 
itnā bhī ai falak-zada kyuuñ bad-havās hai"
"934","mirza-ghalib","sarāpā rehn-e-ishq-o-nā-guzīr-e-ulfat-e-hastī 
ibādat barq kī kartā huuñ aur afsos hāsil kā 
ba-qadr-e-zarf hai saaqī ḳhumār-e-tishna-kāmī bhī 
jo tū dariyā-e-mai hai to maiñ ḳhamyāza huuñ sāhil kā 
zi-bas ḳhūñ-gashta-e-rashk-e-vafā thā vahm bismil kā 
churāyā zaḳhm-hā-e-dil ne paanī teġh-e-qātil kā 
nigāh-e-chashm-e-hāsid vaam le ai zauq-e-ḳhud-bīnī 
tamāshā.ī huuñ vahdat-ḳhāna-e-ā.īna-e-dil kā 
sharar-fursat nigah sāmān-e-yak-ālam charāġhāñ hai 
ba-qadr-e-rañg yaañ gardish meñ hai paimāna mahfil kā 
sarāsar tāḳhtan ko shash-jihat yak-arsa jaulāñ thā 
huā vāmāñdgī se rah-ravāñ kī farq manzil kā 
mujhe rāh-e-suḳhan meñ ḳhauf-e-gum-rāhī nahīñ ġhālib 
asā-e-ḳhizr-e-sahrā-e-suḳhan hai ḳhāma be-dil kā"
"935","mirza-ghalib","satā.ish-gar hai zāhid is qadar jis bāġh-e-rizvāñ kā 
vo ik guldasta hai ham be-ḳhudoñ ke tāq-e-nisyāñ kā 
bayāñ kyā kījiye be-dād-e-kāvish-hā-e-mizhgāñ kā 
ki har yak qatra-e-ḳhūñ daana hai tasbīh-e-marjāñ kā 
na aa.ī satvat-e-qātil bhī maane mere nāloñ ko 
liyā dāñtoñ meñ jo tinkā huā resha niyastāñ kā 
dikhā.ūñgā tamāshā dī agar fursat zamāne ne 
mirā har dāġh-e-dil ik tuḳhm hai sarv-e-charāġhāñ kā 
kiyā ā.īna-ḳhāne kā vo naqsha tere jalve ne 
kare jo partav-e-ḳhurshīd aalam shabnamistāñ kā 
mirī ta.amīr meñ muzmar hai ik sūrat ḳharābī kī 
hayūlā barq-e-ḳhirman kā hai ḳhūn-e-garm dahqāñ kā 
ugā hai ghar meñ har sū sabza vīrānī tamāshā kar 
madār ab khodne par ghaas ke hai mere darbāñ kā 
ḳhamoshī meñ nihāñ ḳhūñ-gashta lākhoñ ārzūeñ haiñ 
charāġh-e-murdā huuñ maiñ be-zabāñ gor-e-ġharībāñ kā 
hanūz ik partav-e-naqsh-e-ḳhayāl-e-yār baaqī hai 
dil-e-afsurda goyā hujra hai yūsuf ke zindāñ kā 
baġhal meñ ġhair kī aaj aap sote haiñ kahīñ varna 
sabab kyā ḳhvāb meñ aa kar tabassum-hā-e-pinhāñ kā 
nahīñ ma.alūm kis kis kā lahū paanī huā hogā 
qayāmat hai sarishk-ālūda honā terī mizhgāñ kā 
nazar meñ hai hamārī jāda-e-rāh-e-fanā 'ġhālib' 
ki ye shīrāza hai aalam ke ajzā-e-pareshāñ kā"
"936","mirza-ghalib","shab ḳhumār-e-shauq-e-sāqī rustaḳhez-andāza thā 
tā-muhīt-e-bāda sūrat ḳhāna-e-ḳhamyāza thā 
yak qadam vahshat se dars-e-daftar-e-imkāñ khulā 
jaada ajzā-e-do-ālam dasht kā shīrāza thā 
māna-e-vahshat-ḳhirāmī-hā-e-lailā kaun hai 
ḳhāna-e-majnūn-e-sahrā-gard be-darvāza thā 
pūchh mat rusvā.i-e-andāz-e-istiġhnā-e-husn 
dast marhūn-e-hinā ruḳhsār rahn-e-ġhāza thā 
nāla-e-dil ne diye aurāq-e-laḳht-e-dil ba-bād 
yād-gār-e-nāla ik dīvān-e-be-shīrāza thā 
huuñ charāġhān-e-havas juuñ kāġhaz-e-ātish-zada 
daaġh garm-e-koshish-e-ījād-e-dāġh-e-tāza thā 
be-navā.ī tar sadā-e-naġhma-e-shohrat 'asad' 
boriyā yak nīstāñ-ālam buland āvāza thā"
"937","mirza-ghalib","shab ki barq-e-soz-e-dil se zahra-e-abr aab thā 
sho.ala-e-javvāla har yak halqa-e-girdāb thā 
vaañ karam ko uzr-e-bārish thā ināñ-gīr-e-ḳhirām 
girye se yaañ pumba-e-bālish kaf-e-sailāb thā 
vaañ ḳhud-ārā.ī ko thā motī pirone kā ḳhayāl 
yaañ hujūm-e-ashk meñ tār-e-nigah nāyāb thā 
jalva-e-gul ne kiyā thā vaañ charāġhāñ aabjū 
yaañ ravāñ mizhgān-e-chashm-e-tar se ḳhūn-e-nāb thā 
yaañ sar-e-pur-shor be-ḳhvābī se thā dīvār-jū 
vaañ vo farq-e-nāz mahv-e-bālish-e-kim-ḳhvāb thā 
yaañ nafas kartā thā raushan sham-e-bazm-e-be-ḳhudī 
jalva-e-gul vaañ bisāt-e-sohbat-e-ahbāb thā 
farsh se tā arsh vaañ tūfāñ thā mauj-e-rañg kā 
yaañ zamīñ se āsmāñ tak soḳhtan kā baab thā 
nā-gahāñ is rañg se ḳhūnāba Tapkāne lagā 
dil ki zauq-e-kāvish-e-nāḳhun se lazzat-yāb thā"
"938","mirza-ghalib","shab ki vo majlis-faroz-e-ḳhalvat-e-nāmūs thā 
rishta-e-har-sham.a ḳhār-e-kisvat-e-fānūs thā 
mash.had-e-āshiq se kosoñ tak jo ugtī hai hinā 
kis qadar yā-rab halāk-e-hasrat-e-pā-bos thā 
hāsil-e-ulfat na dekhā juz-shikast-e-ārzū 
dil-ba-dil paivasta goyā yak lab-e-afsos thā 
kyā kahūñ bīmārī-e-ġham kī farāġhat kā bayāñ 
jo ki khāyā ḳhūn-e-dil be-minnat-e-kaimūs thā"
"939","mirza-ghalib","shabnam ba-gul-e-lāla na ḳhālī z-adā hai 
dāġh-e-dil-e-bedard nazar-gāh-e-hayā hai 
dil ḳhūñ-shuda-e-kashmakash-e-hasrat-e-dīdār 
ā.īna ba-dast-e-but-e-bad-mast hinā hai 
shole se na hotī havas-e-shola ne jo kī 
jī kis qadar afsurdagi-e-dil pe jalā hai 
timsāl meñ terī hai vo shoḳhī ki ba-sad-zauq 
ā.īna ba-andāz-e-gul āġhosh-kushā hai 
qumrī kaf-e-ḳhākistar o bulbul qafas-e-rañg 
ai naala nishān-e-jigar-e-soḳhta kyā hai 
ḳhū ne tirī afsurda kiyā vahshat-e-dil ko 
māshūqī o be-hauslagī tarfa balā hai 
majbūrī o dāvā-e-giraftāri-e-ulfat 
dast-e-tah-e-sañg-āmda paimān-e-vafā hai 
mālūm huā hāl-e-shahīdān-e-guzashta 
teġh-e-sitam ā.īna-e-tasvīr-numā hai 
ai partav-e-ḳhurshīd-e-jahāñ-tāb idhar bhī 
saa.e kī tarah ham pe ajab vaqt paḌā hai 
nā-karda gunāhoñ kī bhī hasrat kī mile daad 
yā rab agar in karda gunāhoñ kī sazā hai 
begānagī-e-ḳhalq se be-dil na ho 'ġhālib' 
koī nahīñ terā to mirī jaan ḳhudā hai"
"940","mirza-ghalib","shauq har rañg raqīb-e-sar-o-sāmāñ niklā 
qais tasvīr ke parde meñ bhī uryāñ niklā 
zaḳhm ne daad na dī tañgi-e-dil kī yā rab 
tiir bhī sīna-e-bismil se par-afshāñ niklā 
bū-e-gul nāla-e-dil dūd-e-charāġh-e-mahfil 
jo tirī bazm se niklā so pareshāñ niklā 
dil-e-hasrat-zada thā mā.ida-e-lazzat-e-dard 
kaam yāroñ kā ba-qadr-e-lab-o-dandāñ niklā 
thī nau-āmūz-e-fanā himmat-e-dushvār-pasand 
saḳht mushkil hai ki ye kaam bhī āsāñ niklā 
dil meñ phir girye ne ik shor uThāyā 'ġhālib' 
aah jo qatra na niklā thā so tūfāñ niklā 
kār-ḳhāne se junūñ ke bhī maiñ uryāñ niklā 
merī qismat kā na ek-ādh garebāñ niklā 
sāġhar-e-jalva-e-sarshār hai har zarra-e-ḳhāk 
shauq-e-dīdār balā ā.ina-sāmāñ niklā 
kuchh khaTaktā thā mire siine meñ lekin āḳhir 
jis ko dil kahte the so tiir kā paikāñ niklā 
kis qadar ḳhaak huā hai dil-e-majnūñ yā rab 
naqsh-e-har-zarra suvaidā-e-bayābāñ niklā 
shor-e-rusvā.i-e-dil dekh ki yak-nāla-e-shauq 
laakh parde meñ chhupā par vahī uryāñ niklā 
shoḳhī-e-rañg-e-hinā ḳhūn-e-vafā se kab tak 
āḳhir ai ahd-shikan tū bhī pashemāñ niklā 
jauhar-ījād-e-ḳhat-e-sabz hai ḳhud-bīnī-e-husn 
jo na dekhā thā so ā.īne meñ pinhāñ niklā 
maiñ bhī māzūr-e-junūñ huuñ 'asad' ai ḳhāna-ḳharāb 
peshvā lene mujhe ghar se bayābāñ niklā"
"941","mirza-ghalib","shikve ke naam se be-mehr ḳhafā hotā hai 
ye bhī mat kah ki jo kahiye to gila hotā hai 
pur huuñ maiñ shikve se yuuñ raag se jaise baajā 
ik zarā chheḌiye phir dekhiye kyā hotā hai 
go samajhtā nahīñ par husn-e-talāfī dekho 
shikva-e-jaur se sargarm-e-jafā hotā hai 
ishq kī raah meñ hai charḳh-e-makaukab kī vo chaal 
sust-rau jaise koī ābla-pā hotā hai 
kyuuñ na Thahreñ hadaf-e-nāvak-e-bedād ki ham 
aap uThā laate haiñ gar tiir ḳhatā hotā hai 
ḳhuub thā pahle se hote jo ham apne bad-ḳhvāh 
ki bhalā chāhte haiñ aur burā hotā hai 
naala jaatā thā pare arsh se merā aur ab 
lab tak aatā hai jo aisā hī rasā hotā hai 
ḳhāma merā ki vo hai bār-bud-e-bazm-e-suḳhan 
shaah kī mad.h meñ yuuñ naġhma-sarā hotā hai 
ai shahanshāh-e-kavākib sipah-o-mehr-e-alam 
tere ikrām kā haq kis se adā hotā hai 
saat aqlīm kā hāsil jo farāham kiije 
to vo lashkar kā tire nāl-e-bahā hotā hai 
har mahīne meñ jo ye badr se hotā hai hilāl 
āstāñ par tire mah nāsiya sā hotā hai 
maiñ jo gustāḳh huuñ ā.īn-e-ġhazal-ḳhvānī meñ 
ye bhī terā hī karam zauq-fazā hotā hai 
rakhiyo 'ġhālib' mujhe is talḳh-navā.ī meñ muaaf 
aaj kuchh dard mire dil meñ sivā hotā hai"
"942","mirza-ghalib","shumār-e-sub.ha marġhūb-e-but-e-mushkil-pasand aayā 
tamāshā-e-ba-yak-kaf burdan-e-sad-dil-pasand aayā 
ba-faiz-e-be-dilī naumīdi-e-jāved āsāñ hai 
kushāyish ko hamārā uqda-e-mushkil-pasand aayā 
havā-e-sair-e-gul ā.īna-e-be-mehri-e-qātil 
ki andāz-e-ba-ḳhūñ-ġhaltīdan-e-bismil-pasand aayā 
ravānī-hā-e-mauj-e-ḳhūn-e-bismil se Tapaktā hai 
ki lutf-e-be-tahāshā-raftan-e-qātil-pasand aayā 
'asad' har jā suḳhan ne tarh-e-bāġh-e-tāza Daalī hai 
mujhe rañg-e-bahār-ījādi-e-be-dil-pasand aayā"
"943","mirza-ghalib","sīmāb-pusht garmi-e-ā.īna de hai ham 
hairāñ kiye hue haiñ dil-e-be-qarār ke 
āġhosh-e-gul kushūda barā-e-vidā hai 
ai andalīb chal ki chale din bahār ke 
yuuñ bād-e-zabt-e-ashk phirūñ gird yaar ke 
paanī piye kisū pe koī jaise vaar ke 
bād-az-vidā-e-yār ba-ḳhūñ dar tapīda haiñ 
naqsh-e-qadam haiñ ham kaf-e-pā-e-nigār ke 
ham mashq-e-fikr-e-vasl-o-ġham-e-hijr se 'asad' 
laa.eq nahīñ rahe haiñ ġham-e-rozgār ke"
"944","mirza-ghalib","sitam-kash maslahat se huuñ ki ḳhūbāñ tujh pe āshiq haiñ 
takalluf bartaraf mil jā.egā tujh sā raqīb āḳhir"
"945","mirza-ghalib","siyāhī jaise gir jaa.e dam-e-tahrīr kāġhaz par 
mirī qismat meñ yuuñ tasvīr hai shab-hā-e-hijrāñ kī 
kahūñ kyā garm-joshī mai-kashī meñ sho.ala-rūyāñ kī 
ki sham-e-ḳhāna-e-dil ātish-e-mai se farozāñ kī 
hamesha mujh ko tiflī meñ bhī mashq-e-terah-rozī thī 
siyāhī hai mire ayyām meñ lauh-e-dabistāñ kī 
dareġh āh-e-sahar-gah kār-e-bād-e-sub.h kartī hai 
ki hotī hai ziyāda sard-mehrī sham.a-rūyāñ kī 
mujhe apne junūñ kī be-takalluf parda-dārī thī 
va-lekin kyā karūñ aave jo rusvā.ī garebāñ kī 
hunar paidā kiyā hai maiñ ne hairat-āzmā.ī meñ 
ki jauhar aa.ine kā har palak hai chashm-e-hairāñ kī 
ḳhudāyā kis qadar ahl-e-nazar ne ḳhaak chhānī hai 
ki haiñ sad-raḳhna juuñ ġhirbāl dīvāreñ gulistāñ kī 
huā sharm-e-tahī-dastī se se vo bhī sar-nigūñ āḳhir 
bas ai zaḳhm-e-jigar ab dekh le shorish namak-dāñ kī 
bayād-e-garmī-e-sohbat ba-rañg-e-sho.ala dahke hai 
chhupā.ūñ kyūñki 'ġhālib' sozisheñ dāġh-e-numāyāñ kī 
junūñ tohmat-kash-e-taskīñ na ho gar shādmānī kī 
namak-pāsh-e-ḳharāsh-e-dil hai lazzat zindagānī kī 
kashākash-hā-e-hastī se kare kyā sa.i-e-āzādī 
hui zanjīr-e-mauj-e-āb ko fursat ravānī kī 
na khīñch ai sa.ī-e-dast-e-nā-rasā zulf-e-tamannā ko 
pareshāñ-tar hai mū-e-ḳhāma se tadbīr maanī kī 
kahāñ ham bhī rag-o-pai rakhte haiñ insāf bahattar hai 
na khīñche tāqat-e-ḳhamyāza tohmat nā-tavānī kī 
takalluf-bartaraf farhād aur itnī subukdastī 
ḳhayāl āsāñ thā lekin ḳhvāb-e-ḳhusrav ne girānī kī 
pas-az-murdan bhī dīvāna ziyārat-gāh-e-tiflāñ hai 
sharār-e-sañg ne turbat pe merī gul-fishānī kī 
'asad' ko boriye meñ dhar ke phūñkā mauj-e-hastī ne 
faqīrī meñ bhī baaqī hai sharārat naujavānī kī"
"946","mirza-ghalib","surma-e-muft-e-nazar huuñ mirī qīmat ye hai 
ki rahe chashm-e-ḳharīdār pe ehsāñ merā 
ruḳhsat-e-nāla mujhe de ki mabādā zālim 
tere chehre se ho zāhir ġham-e-pinhāñ merā 
ḳhalvat-e-ābila-e-pā meñ hai jaulāñ merā 
ḳhuuñ hai dil tañgī-e-vahshat se bayābāñ merā 
hasrat-e-nashsha-e-vahshat na ba-sa.i-e-dil hai 
arz-e-ḳhamiyāza-e-majnūñ hai garebāñ merā 
fahm zanjīrī-e-be-rabtī-e-dil hai yā-rab 
kis zabāñ meñ hai laqab ḳhvāb-e-pareshāñ merā"
"947","mirza-ghalib","tā ham ko shikāyat kī bhī baaqī na rahe jā 
sun lete haiñ go zikr hamārā nahīñ karte 
'ġhālib' tirā ahvāl sunā deñge ham un ko 
vo sun ke bulā leñ ye ijārā nahīñ karte"
"948","mirza-ghalib","taġhāful-dost huuñ merā dimāġh-e-ajz aalī hai 
agar pahlū-tahī kiije to jā merī bhī ḳhālī hai 
rahā ābād aalam ahl-e-himmat ke na hone se 
bhare haiñ jis qadar jām-o-subū mai-ḳhāna ḳhālī hai"
"949","mirza-ghalib","tapish se merī vaqf-e-kashmakash har tār-e-bistar hai 
mirā sar rañj-e-bālīñ hai mirā tan bār-e-bistar hai 
sarishk-e-sar ba-sahrā daada nūr-ul-ain-e-dāman hai 
dil-e-be-dast-o-pā uftāda bar-ḳhurdār-e-bistar hai 
ḳhushā iqbāl-e-rañjūrī ayādat ko tum aa.e ho 
faroġh-e-sham-e-bālīñ tāla-e-bedār-e-bistar hai 
ba-tūfāñ-gāh-e-josh-e-iztirāb-e-shām-e-tanhā.ī 
shuā-e-āftāb-e-sub.h-e-mahshar tār-e-bistar hai 
abhī aatī hai bū bālish se us kī zulf-e-mushkīñ kī 
hamārī diid ko ḳhvāb-e-zuleḳhā ār-e-bistar hai 
kahūñ kyā dil kī kyā hālat hai hijr-e-yār meñ ġhālib 
ki betābī se har-yak tār-e-bistar ḳhār-e-bistar hai"
"950","mirza-ghalib","taskīñ ko ham na ro.eñ jo zauq-e-nazar mile 
hūrān-e-ḳhuld meñ tirī sūrat magar mile 
apnī galī meñ mujh ko na kar dafn bād-e-qatl 
mere pate se ḳhalq ko kyuuñ terā ghar mile 
sāqī-garī kī sharm karo aaj varna ham 
har shab piyā hī karte haiñ mai jis qadar mile 
tujh se to kuchh kalām nahīñ lekin ai nadīm 
merā salām kahiyo agar nāma-bar mile 
tum ko bhī ham dikhā.eñ ki majnūñ ne kyā kiyā 
fursat kashākash-e-ġham-e-pinhāñ se gar mile 
lāzim nahīñ ki ḳhizr kī ham pairvī kareñ 
jaanā ki ik buzurg hameñ ham-safar mile 
ai sākinān-e-kucha-e-dildār dekhnā 
tum ko kahīñ jo 'ġhālib'-e-āshufta-sar mile"
"951","mirza-ghalib","tere tausan ko sabā bāñdhte haiñ 
ham bhī mazmūñ kī havā bāñdhte haiñ 
aah kā kis ne asar dekhā hai 
ham bhī ek apnī havā bāñdhte haiñ 
terī fursat ke muqābil ai umr 
barq ko pa-ba-hinā bāñdhte haiñ 
qaid-e-hastī se rihā.ī ma.alūm 
ashk ko be-sar-o-pā bāñdhte haiñ 
nashsha-e-rañg se hai vāshud-e-gul 
mast kab band-e-qabā bāñdhte haiñ 
ġhalatī-hā-e-mazāmīñ mat pūchh 
log naale ko rasā bāñdhte haiñ 
ahl-e-tadbīr kī vāmāndgiyāñ 
ābloñ par bhī hinā bāñdhte haiñ 
saada purkār haiñ ḳhūbāñ 'ġhālib' 
ham se paimān-e-vafā bāñdhte haiñ 
paañv meñ jab vo hinā bāñdhte haiñ 
mere hāthoñ ko judā bāñdhte haiñ 
husn-e-afsurda-dil-hā-rañgīñ 
shauq ko pā-ba-hinā bāñdhte haiñ 
qaid meñ bhī hai asīrī āzād 
chashm-e-zanjīr ko vā bāñdhte haiñ 
shaiḳh-jī ka.abe kā jaanā ma.alūm 
aap masjid meñ gadhā bāñdhte haiñ 
kis kā dil zulf se bhāgā ki 'asad' 
dast-e-shāna ba-qazā bāñdhte haiñ 
tere bīmār pe haiñ fariyādī 
vo jo kāġhaz meñ davā bāñdhte haiñ"
"952","mirza-ghalib","tum apne shikve kī bāteñ na khod khod ke pūchho 
hazar karo mire dil se ki is meñ aag dabī hai 
dilā ye dard-o-alam bhī to muġhtanim hai ki āḳhir 
na girya-e-saharī hai na āh-e-nīm-shabī hai 
nazar ba-naqs-e-gadāyāñ kamāl-e-be-adabī hai 
ki ḳhār-e-ḳhushk ko bhī dāvā-e-chaman-nasabī hai 
huā visāl se shauq-e-dil-e-harīs ziyāda 
lab-e-qadah pe kaf-e-bāda josh-e-tishna-labī hai 
ḳhushā vo dil ki sarāpā tilism-e-be-ḳhabarī ho 
junūn o yaas o alam rizq-e-mudda.ā-talabī hai 
chaman meñ kis ke ye barham hui hai bazm-e-tamāshā 
ki barg barg-e-saman shīsha reza-e-halabī hai 
imām-e-zāhir-o-bātin amīr-e-sūrat-o-ma.anī 
'alī' valī asadullāh jānashīn-e-nabī hai"
"953","mirza-ghalib","tum jaano tum ko ġhair se jo rasm-o-rāh ho 
mujh ko bhī pūchhte raho to kyā gunāh ho 
bachte nahīñ muvāḳhaza-e-roz-e-hashr se 
qātil agar raqīb hai to tum gavāh ho 
kyā vo bhī be-gunah-kush o haq-nā-shanās haiñ 
maanā ki tum bashar nahīñ ḳhurshīd o maah ho 
ubhrā huā naqāb meñ hai un ke ek taar 
martā huuñ maiñ ki ye na kisī kī nigāh ho 
jab mai-kada chhuTā to phir ab kyā jagah kī qaid 
masjid ho madrasa ho koī ḳhānqāh ho 
sunte haiñ jo bahisht kī tārīf sab durust 
lekin ḳhudā kare vo tirā jalva-gāh ho 
'ġhālib' bhī gar na ho to kuchh aisā zarar nahīñ 
duniyā ho yā rab aur mirā bādshāh ho"
"954","mirza-ghalib","tū dost kasū kā bhī sitamgar na huā thā 
auroñ pe hai vo zulm ki mujh par na huā thā 
chhoḌā mah-e-naḳhshab kī tarah dast-e-qazā ne 
ḳhurshīd hunūz us ke barābar na huā thā 
taufīq ba-andāza-e-himmat hai azal se 
āñkhoñ meñ hai vo qatra ki gauhar na huā thā 
jab tak ki na dekhā thā qad-e-yār kā aalam 
maiñ mo'taqid-e-fitna-e-mahshar na huā thā 
maiñ sāda-dil āzurdagi-e-yār se ḳhush huuñ 
ya.anī sabaq-e-shauq mukarrar na huā thā 
dariyā-e-ma.āsī tunuk-ābī se huā ḳhushk 
merā sar-e-dāman bhī abhī tar na huā thā 
jaarī thī 'asad' dāġh-e-jigar se mirī tahsīl 
ātish-kada jāgīr-e-samundar na huā thā"
"955","mirza-ghalib","ug rahā hai dar-o-dīvār se sabza 'ġhālib' 
ham bayābāñ meñ haiñ aur ghar meñ bahār aa.ī hai"
